total_kills,league_mean_kills,league,mean_total_kills_t1,mean_total_kills_t2,bet_line,bet_value,bet_status,house_odds,actual_value,impact_top_t1,impact_top_t2,impact_jung_t1,impact_jung_t2,impact_mid_t1,impact_mid_t2,impact_adc_t1,impact_adc_t2,impact_sup_t1,impact_sup_t2,won_bet,profit_bet,prob_under,aposta_vencedora,lucro_aposta,probabilidade_under,valor_esperado,recomendado_modelo
22,28.83148148148148,LCK,30.842508710801393,30.5,under,32.5,won,1.83,22.0,0.0,0.0,0.0,-0.6320467219229506,0.6655385399034301,0.0,-0.913098065074376,-0.8113044475574895,-1.1261807448375052,-0.6816806276591585,1,0.8300000000000001,0.6273769431817292,1,0.8300000000000001,0.6273769431817292,0.14809980602256445,True
30,27.14814814814815,LEC,27.384615384615383,26.66304347826087,under,27.5,lost,1.83,30.0,0.5609560677137821,0.0,0.0,0.0,0.0,0.0,-0.468056459937813,-0.913098065074376,-1.1261807448375052,0.4654990225793156,0,-1.0,0.6263298964137513,0,-1.0,0.6263298964137513,0.14618371043716483,True
44,27.809278350515463,LTA S,28.980392156862745,28.76315789473684,under,28.5,lost,1.83,44.0,0.5609560677137821,-1.155716943849221,0.0,-0.7760435577368519,-0.6263770292967372,0.0,0.0,-0.468056459937813,0.4654990225793156,-0.6816806276591585,0,-1.0,0.6258053905167469,0,-1.0,0.6258053905167469,0.14522386464564685,True
30,33.15511551155115,PRM,30.884615384615383,32.787234042553195,under,32.5,won,1.83,30.0,0.0,-1.155716943849221,-0.7760435577368519,0.8434335133614894,-1.9393307422504515,0.0,0.7520050888007717,-0.8113044475574895,-0.9659723665617116,-1.1261807448375052,1,0.8300000000000001,0.623347845055651,1,0.8300000000000001,0.623347845055651,0.1407265564518414,True
32,30.59057971014493,NACL,31.32758620689655,33.285714285714285,under,29.5,lost,1.83,32.0,0.0,0.0,-1.0332368361565436,-0.6320467219229506,-1.234138311281054,0.0,0.9020397066897204,0.7520050888007717,-1.1261807448375052,-1.057365285027263,0,-1.0,0.621419533600316,0,-1.0,0.621419533600316,0.1371977464885783,True
21,31.37037037037037,CD,30.81132075471698,30.115384615384617,under,28.5,won,1.83,21.0,0.0,0.0,0.0,-0.64039106873566,0.0,-0.8095983863874423,0.0,0.0,-1.078880905409381,0.0,1,0.8300000000000001,0.6210954386398242,1,0.8300000000000001,0.6210954386398242,0.1366046527108783,True
29,30.07286432160804,LPL,31.208695652173912,31.733766233766232,under,31.5,won,1.83,29.0,-1.155716943849221,0.0,-0.7760435577368519,0.0,-1.0617142411045393,0.6655385399034301,0.0,0.0,-0.6816806276591585,-0.9659723665617116,1,0.8300000000000001,0.6169873211587804,1,0.8300000000000001,0.6169873211587804,0.1290867977205682,True
32,29.229559748427672,LFL,29.57943925233645,25.97647058823529,under,30.5,lost,1.83,32.0,0.5609560677137821,-1.155716943849221,0.0,0.0,0.0,0.0,0.0,0.0,0.4654990225793156,-1.1261807448375052,0,-1.0,0.6143678811754202,0,-1.0,0.6143678811754202,0.12429322255101893,True
22,28.83148148148148,LCK,30.842508710801393,30.5,under,31.5,won,1.83,22.0,-1.155716943849221,0.5609560677137821,0.0,0.0,0.0,0.0,0.5231029362444133,-0.8113044475574895,-0.6816806276591585,-1.842584791571916,1,0.8300000000000001,0.6134278382707453,1,0.8300000000000001,0.6134278382707453,0.12257294403546393,True
11,30.07286432160804,LPL,31.225225225225227,26.88571428571429,under,28.5,won,1.83,11.0,0.0,-1.5721442954792302,1.0984264443831435,0.0,0.0,-0.6263770292967372,0.7520050888007717,0.9020397066897204,-0.6816806276591585,-1.1261807448375052,1,0.8300000000000001,0.6133230830527563,1,0.8300000000000001,0.6133230830527563,0.1223812419865441,True
40,30.12878787878788,LVP SL,29.692307692307693,31.34090909090909,under,32.5,lost,1.83,40.0,0.0,-0.5685724682663711,0.0,-0.64039106873566,0.6655385399034301,-1.1986585288014666,-0.468056459937813,0.7520050888007717,-1.1261807448375052,1.120551452057974,0,-1.0,0.6127297417254012,0,-1.0,0.6127297417254012,0.12129542735748422,True
19,30.07286432160804,LPL,26.88571428571429,29.01020408163265,under,27.5,won,1.83,19.0,0.0,0.5609560677137821,0.0,0.0,0.6655385399034301,0.0,-0.468056459937813,0.0,-0.9659723665617116,-0.6816806276591585,1,0.8300000000000001,0.6123099753195846,1,0.8300000000000001,0.6123099753195846,0.12052725483483995,True
30,27.14814814814815,LEC,26.66304347826087,28.75675675675676,under,25.5,lost,1.83,30.0,0.0,0.0,1.256750867247696,0.0,-1.1986585288014666,-1.234138311281054,0.0,0.0,-0.6816806276591585,0.0,0,-1.0,0.6122040358864203,0,-1.0,0.6122040358864203,0.12033338567214913,True
31,33.23076923076923,ROL,35.160714285714285,30.5,under,34.5,won,1.83,26.0,-0.8659941634725179,0.0,-1.9946898409830425,-0.7760435577368519,0.0,0.0,-0.8113044475574895,0.0,-0.6816806276591585,1.7827561319782248,1,0.8300000000000001,0.6088304563238289,1,0.8300000000000001,0.6088304563238289,0.11415973507260702,True
13,29.229559748427672,LFL,25.97647058823529,29.155555555555555,under,28.5,won,1.83,13.0,0.0,2.6805826776629686,-1.0332368361565436,-0.7760435577368519,-1.234138311281054,0.0,0.0,0.0,-0.9659723665617116,0.4654990225793156,1,0.8300000000000001,0.6087449618876429,1,0.8300000000000001,0.6087449618876429,0.11400328025438666,True
23,29.229559748427672,LFL,29.26086956521739,26.232558139534884,under,32.5,won,1.83,23.0,0.0,-1.5721442954792302,-0.7760435577368519,-0.64039106873566,-0.8095983863874423,0.0,0.0,0.0,1.120551452057974,1.7827561319782248,1,0.8300000000000001,0.6045275176212815,1,0.8300000000000001,0.6045275176212815,0.10628535724694521,True
20,29.229559748427672,LFL,29.26086956521739,26.232558139534884,under,32.5,won,1.83,20.0,0.0,0.0,1.256750867247696,0.0,0.0,0.6655385399034301,0.0,0.0,-1.078880905409381,-2.2426813296105834,1,0.8300000000000001,0.6033097977634502,1,0.8300000000000001,0.6033097977634502,0.1040569299071139,True
