league,year,date,game,patch,side,t1,t2,top_t1,jung_t1,mid_t1,adc_t1,sup_t1,top_t2,jung_t2,mid_t2,adc_t2,sup_t2,kills_t2,market_name,selection_line,bet_line,bet_value,bet_type,event_id,bet_status,house_odds,home_score,away_score,actual_value,gamelength,total_kills,result_t1,matched_map,matching_score
LFL,2025,2025-08-15 13:00:00,GameWard vs Joblife,15.15,Blue,GameWard,Joblife,K'Sante,Trundle,Ryze,Ezreal,Renata Glasc,Ambessa,Nocturne,Aurora,Corki,Bard,8,Map 2 - Totals,Under Total Kills,under,29.5,kills,ccf60a1258266f9e49ea,won,1.83,0,0,25.0,28.85,25,1,2,HIGH
LEC,2025,2025-08-17 12:00:00,Team Vitality vs Natus Vincere,15.16,Blue,Team Vitality,Natus Vincere,Rumble,Jarvan IV,Orianna,Xayah,Rakan,Jayce,Pantheon,Viktor,Corki,Bard,7,Map 1 - Totals,Over Total Kills,over,23.5,kills,9f3f6de4da916e7b76ef,won,1.83,0,0,30.0,29.22,30,1,1,HIGH
LEC,2025,2025-08-17 12:00:00,Team Vitality vs Natus Vincere,15.16,Blue,Team Vitality,Natus Vincere,Sion,Wukong,Ryze,Lucian,Braum,Ambessa,Xin Zhao,Annie,Ziggs,Alistar,16,Map 2 - Totals,Over Total Kills,over,23.5,kills,9f3f6de4da916e7b76ef,lost,1.83,0,0,16.0,28.55,16,0,2,HIGH
LCK,2025,2025-08-21 06:00:00,OKSavingsBank BRION vs BNK FearX,15.16,Blue,OKSavingsBank BRION,BNK FearX,Gwen,Wukong,Ahri,Sivir,Rell,Rumble,Xin Zhao,Taliyah,Kai'Sa,Rakan,23,Map 1 - Totals,Under Total Kills,under,29.5,kills,179715707,lost,1.83,0,0,31.0,29.35,32,0,1,HIGH
LPL,2025,2025-08-21 07:00:00,JD Gaming vs Bilibili Gaming,15.16,Blue,JD Gaming,Bilibili Gaming,Sion,Poppy,Azir,Corki,Rell,Rumble,Skarner,Taliyah,Sivir,Alistar,15,Map 1 - Totals,Under Total Kills,under,29.5,kills,179540936,won,1.83,0,0,21.0,33.75,21,0,1,HIGH
LPL,2025,2025-08-21 07:00:00,JD Gaming vs Bilibili Gaming,15.16,Blue,JD Gaming,Bilibili Gaming,Jax,Wukong,Galio,Kai'Sa,Leona,Ambessa,Xin Zhao,Annie,Yunara,Nautilus,7,Map 2 - Totals,Under Total Kills,under,29.5,kills,179540936,won,1.83,0,0,23.0,22.58,23,1,2,HIGH
NLC,2025,2025-08-21 12:00:00,Los Ratones vs Rich Gang,15.16,Blue,Los Ratones,Rich Gang,Jax,Pantheon,Azir,Corki,Bard,K'Sante,Wukong,Taliyah,Ezreal,Rell,1,Map 1 - Totals,Under Total Kills,under,32.5,kills,179267735,won,1.83,0,0,20.0,25.48,20,1,1,HIGH
NLC,2025,2025-08-21 12:00:00,Los Ratones vs Rich Gang,15.16,Blue,Los Ratones,Rich Gang,Ambessa,Nocturne,Orianna,Zeri,Rakan,Volibear,Jarvan IV,Syndra,Sivir,Lulu,22,Map 2 - Totals,Under Total Kills,under,32.5,kills,179267735,won,1.83,0,0,26.0,26.07,27,0,2,HIGH
EBL,2025,2025-08-21 13:00:00,Partizan Sangal vs Lenovo Legion Honved,15.16,Blue,Partizan Sangal,Lenovo Legion Honved,Rumble,Trundle,K'Sante,Xayah,Alistar,Ambessa,Wukong,Aurora,Corki,Neeko,30,Map 1 - Totals,Under Total Kills,under,35.5,kills,179623170,to_verify,1.83,2,0,,28.92,44,0,1,HIGH
EBL,2025,2025-08-21 13:00:00,Partizan Sangal vs Lenovo Legion Honved,15.16,Blue,Partizan Sangal,Lenovo Legion Honved,Jax,Vi,Ryze,Yunara,Soraka,Gragas,Xin Zhao,Brand,Aphelios,Tahm Kench,4,Map 2 - Totals,Under Total Kills,under,35.5,kills,179623170,won,1.83,2,0,27.0,20.87,27,1,2,HIGH
LPL,2025,2025-08-21 14:00:00,Keypulse Esports vs The Otter Side,15.16,Blue,Keypulse Esports,The Otter Side,Aurora,Wukong,Galio,Zeri,Rakan,Sion,Xin Zhao,Syndra,Kai'Sa,Rell,18,Map 1 - Totals,Under Total Kills,under,33.5,kills,179857554,won,1.83,0,0,21.0,27.68,21,0,1,HIGH
LPL,2025,2025-08-21 14:00:00,Keypulse Esports vs The Otter Side,15.16,Blue,Keypulse Esports,The Otter Side,Gragas,Trundle,Orianna,Aphelios,Nautilus,Ambessa,Pantheon,Akali,Jhin,Karma,26,Map 2 - Totals,Under Total Kills,under,33.5,kills,179857554,lost,1.83,0,0,35.0,28.52,35,0,2,HIGH
LCK,2025,2025-08-22 06:00:00,Dplus KIA vs DRX,15.16,Blue,Dplus KIA,DRX,Ornn,Wukong,Orianna,Corki,Leona,Rumble,Pantheon,Annie,Kai'Sa,Rell,20,Map 1 - Totals,Under Total Kills,under,28.5,kills,179715709,won,1.83,0,0,25.0,39.02,28,0,1,HIGH
LFL,2025,2025-08-22 12:00:00,Ici Japon Corp. Esport vs Team BDS.A,15.16,Blue,Ici Japon Corp. Esport,Team BDS.A,Renekton,Skarner,Aurora,Yunara,Bard,Jax,Wukong,Orianna,Jinx,Rakan,18,Map 1 - Totals,Under Total Kills,under,30.5,kills,179693611,lost,1.83,0,0,31.0,33.05,31,0,1,HIGH
LFL,2025,2025-08-22 12:00:00,Ici Japon Corp. Esport vs Team BDS.A,15.16,Blue,Ici Japon Corp. Esport,Team BDS.A,Rumble,Pantheon,Annie,Corki,Rell,Ornn,Trundle,Viktor,Kai'Sa,Nautilus,4,Map 2 - Totals,Under Total Kills,under,30.5,kills,179693611,won,1.83,0,0,28.0,23.23,28,1,2,HIGH
LPL,2025,2025-08-22 14:00:00,Evolve Esports vs ZeroZone Gaming,15.16,Blue,Evolve Esports,ZeroZone Gaming,Sion,Wukong,Azir,Lucian,Braum,Gwen,Jarvan IV,Taliyah,Yunara,Rell,25,Map 1 - Totals,Under Total Kills,under,33.5,kills,179857558,pending,1.83,0,0,,33.65,38,0,1,HIGH
LPL,2025,2025-08-22 14:00:00,Evolve Esports vs ZeroZone Gaming,15.16,Blue,Evolve Esports,ZeroZone Gaming,Olaf,Pantheon,Viktor,Sivir,Rakan,Cho'Gath,Rek'Sai,Syndra,Xayah,Alistar,18,Map 2 - Totals,Under Total Kills,under,33.5,kills,179857558,pending,1.83,0,0,,40.98,55,1,2,HIGH
LFL,2025,2025-08-22 15:00:00,Gentle Mates vs BK ROG Esports,15.16,Blue,Gentle Mates,BK ROG Esports,Gwen,Poppy,Ziggs,Corki,Rell,Jax,Wukong,Azir,Jhin,Nautilus,5,Map 1 - Totals,Under Total Kills,under,29.5,kills,179693612,won,1.83,0,0,12.0,30.85,12,1,1,HIGH
LFL,2025,2025-08-22 15:00:00,Gentle Mates vs BK ROG Esports,15.16,Blue,Gentle Mates,BK ROG Esports,Aatrox,Trundle,Orianna,Jinx,Neeko,Kled,Vi,Ahri,Yunara,Rakan,8,Map 2 - Totals,Under Total Kills,under,29.5,kills,179693612,won,1.83,0,0,26.0,29.62,27,1,2,HIGH
LPL,2025,2025-08-22 17:00:00,NORTHS FURY vs Hurricane of Feathers,15.16,Blue,NORTHS FURY,Hurricane of Feathers,Ornn,Fiddlesticks,Viktor,Jhin,Viego,Mordekaiser,Qiyana,Syndra,Jinx,Renata Glasc,9,Map 1 - Totals,Under Total Kills,under,35.5,kills,179857559,lost,1.83,0,0,38.0,27.98,39,1,1,HIGH
LPL,2025,2025-08-22 17:00:00,NORTHS FURY vs Hurricane of Feathers,15.16,Blue,NORTHS FURY,Hurricane of Feathers,Renekton,Jarvan IV,Sylas,Yunara,Lulu,Pantheon,Poppy,Neeko,Ashe,Bard,45,Map 2 - Totals,Under Total Kills,under,35.5,kills,179857559,lost,1.83,0,0,60.0,28.4,60,0,2,HIGH
NACL,2025,2025-08-22 20:00:00,Dorado Gaming vs Luminosity Gaming,15.16,Blue,Dorado Gaming,Luminosity Gaming,Renekton,Maokai,Corki,Ezreal,Rakan,K'Sante,Sylas,Azir,Sivir,Braum,2,Map 1 - Totals,Under Total Kills,under,32.5,kills,179692671,won,1.83,0,0,21.0,28.02,22,1,1,HIGH
NACL,2025,2025-08-22 20:00:00,Dorado Gaming vs Luminosity Gaming,15.16,Blue,Dorado Gaming,Luminosity Gaming,Yorick,Kindred,Galio,Yunara,Lulu,Ambessa,Sejuani,Taliyah,Smolder,Alistar,11,Map 2 - Totals,Under Total Kills,under,32.5,kills,179692671,won,1.83,0,0,13.0,30.08,13,0,2,HIGH
LPL,2025,2025-08-23 05:00:00,Team WE vs Top Esports,15.16,Blue,Team WE,Top Esports,Rumble,Skarner,Azir,Kai'Sa,Neeko,Gwen,Wukong,Taliyah,Xayah,Rakan,11,Map 1 - Totals,Under Total Kills,under,30.5,kills,179712952,lost,1.83,0,0,34.0,28.4,35,1,1,HIGH
LPL,2025,2025-08-23 05:00:00,Team WE vs Top Esports,15.16,Blue,Team WE,Top Esports,Sion,Jarvan IV,Ryze,Lucian,Braum,K'Sante,Xin Zhao,Aurora,Corki,Alistar,12,Map 2 - Totals,Under Total Kills,under,30.5,kills,179712952,lost,1.83,0,0,38.0,24.57,38,1,2,HIGH
LCK,2025,2025-08-24 02:00:00,BNK FearX vs Dplus KIA,15.16,Blue,BNK FearX,Dplus KIA,Rumble,Pantheon,Galio,Varus,Alistar,Gwen,Xin Zhao,Annie,Jhin,Rakan,31,Map 1 - Totals,Under Total Kills,under,31.5,kills,179715712,lost,1.83,0,0,51.0,35.97,53,0,1,HIGH
LCK,2025,2025-08-24 02:00:00,BNK FearX vs Dplus KIA,15.16,Blue,BNK FearX,Dplus KIA,K'Sante,Nocturne,Taliyah,Kai'Sa,Neeko,Sion,Jarvan IV,Ahri,Zeri,Lulu,27,Map 2 - Totals,Under Total Kills,under,31.5,kills,179715712,lost,1.83,0,0,44.0,35.85,44,0,2,HIGH
LPL,2025,2025-08-24 07:00:00,Anyone's Legend vs JD Gaming,15.16,Blue,Anyone's Legend,JD Gaming,Aurora,Pantheon,Orianna,Xayah,Rakan,Rumble,Trundle,Galio,Yunara,Alistar,11,Map 1 - Totals,Under Total Kills,under,29.5,kills,179712955,won,1.83,0,0,25.0,31.73,28,1,1,HIGH
LPL,2025,2025-08-24 07:00:00,Anyone's Legend vs JD Gaming,15.16,Blue,Anyone's Legend,JD Gaming,Ambessa,Vi,Taliyah,Sivir,Braum,Sion,Jarvan IV,Azir,Corki,Rell,26,Map 2 - Totals,Under Total Kills,under,29.5,kills,179712955,won,1.83,0,0,28.0,27.65,28,0,2,HIGH
EBL,2025,2025-08-24 17:00:00,Partizan Sangal vs Crvena Zvezda,15.16,Blue,Partizan Sangal,Crvena Zvezda,Gwen,Trundle,Azir,Yunara,Bard,K'Sante,Wukong,Orianna,Jinx,Thresh,23,Map 1 - Totals,Under Total Kills,under,34.5,kills,180112597,won,1.83,0,0,30.0,39.45,35,0,1,HIGH
EBL,2025,2025-08-24 17:00:00,Partizan Sangal vs Crvena Zvezda,15.16,Blue,Partizan Sangal,Crvena Zvezda,Jax,Lee Sin,Ryze,Corki,Leona,Ambessa,Xin Zhao,Annie,Ezreal,Rell,28,Map 2 - Totals,Under Total Kills,under,34.5,kills,180112597,lost,1.83,0,0,41.0,30.25,42,0,2,HIGH
LEC,2025,2025-08-25 11:00:00,SK Gaming vs G2 Esports,15.16,Blue,SK Gaming,G2 Esports,Gwen,Trundle,Ryze,Corki,Nautilus,Jax,Jarvan IV,Annie,Xayah,Rakan,16,Map 1 - Totals,Under Total Kills,under,22.5,kills,179763470,won,1.83,0,0,19.0,26.38,19,0,1,HIGH
LEC,2025,2025-08-25 11:00:00,SK Gaming vs G2 Esports,15.16,Blue,SK Gaming,G2 Esports,Sion,Dr. Mundo,Orianna,Kai'Sa,Neeko,Yone,Poppy,Akali,Ezreal,Bard,6,Map 2 - Totals,Under Total Kills,under,22.5,kills,179763470,won,1.83,0,0,14.0,30.9,14,1,2,HIGH
LEC,2025,2025-08-25 13:00:00,Team BDS vs Team Heretics,15.16,Blue,Team BDS,Team Heretics,Sion,Wukong,Orianna,Kai'Sa,Rell,Gwen,Sejuani,Jayce,Corki,Nautilus,18,Map 1 - Totals,Under Total Kills,under,24.5,kills,179763471,won,1.83,0,0,23.0,30.42,23,0,1,HIGH
LEC,2025,2025-08-25 13:00:00,Team BDS vs Team Heretics,15.16,Blue,Team BDS,Team Heretics,Rumble,Xin Zhao,Sylas,Xayah,Rakan,Aurora,Vi,Taliyah,Aphelios,Alistar,20,Map 2 - Totals,Under Total Kills,under,24.5,kills,179763471,lost,1.83,0,0,31.0,39.62,32,0,2,HIGH
LCK,2025,2025-08-26 10:00:00,BNK FearX.Y vs DRX.Ch,15.16,Blue,BNK FearX.Y,DRX.Ch,Rumble,Jax,Azir,Jhin,Bard,Galio,Xin Zhao,Ziggs,Varus,Nautilus,25,Map 1 - Totals,Under Total Kills,under,32.5,kills,179991874,lost,1.83,0,0,37.0,37.67,37,0,1,HIGH
LCK,2025,2025-08-26 10:00:00,BNK FearX.Y vs DRX.Ch,15.16,Blue,BNK FearX.Y,DRX.Ch,Ambessa,Vi,Taliyah,Xayah,Rakan,Gwen,Trundle,Ryze,Sivir,Alistar,4,Map 2 - Totals,Under Total Kills,under,32.5,kills,179991874,won,1.83,0,0,22.0,28.35,22,1,2,HIGH
LEC,2025,2025-08-26 11:00:00,Team Vitality vs Movistar KOI,15.16,Blue,Team Vitality,Movistar KOI,Aurora,Pantheon,Ryze,Corki,Rakan,Rumble,Poppy,Orianna,Yunara,Rell,18,Map 1 - Totals,Under Total Kills,under,25.5,kills,179763472,won,1.83,0,0,25.0,42.55,26,0,1,HIGH
LEC,2025,2025-08-26 11:00:00,Team Vitality vs Movistar KOI,15.16,Blue,Team Vitality,Movistar KOI,Gwen,Wukong,Yone,Sivir,Braum,Yasuo,Xin Zhao,Twisted Fate,Xayah,Nautilus,6,Map 2 - Totals,Under Total Kills,under,25.5,kills,179763472,lost,1.83,0,0,26.0,30.65,26,1,2,HIGH
LEC,2025,2025-08-26 13:00:00,Natus Vincere vs GIANTX,15.16,Blue,Natus Vincere,GIANTX,Olaf,Wukong,Akali,Jhin,Rell,Sion,Xin Zhao,Annie,Varus,Gragas,22,Map 1 - Totals,Under Total Kills,under,25.5,kills,179763473,lost,1.83,0,0,32.0,40.8,32,0,1,HIGH
LEC,2025,2025-08-26 13:00:00,Natus Vincere vs GIANTX,15.16,Blue,Natus Vincere,GIANTX,Jayce,Sejuani,Azir,Xayah,Rakan,Aurora,Maokai,Yone,Ezreal,Nautilus,16,Map 2 - Totals,Under Total Kills,under,25.5,kills,179763473,won,1.83,0,0,21.0,27.6,21,0,2,HIGH
ROL,2025,2025-08-26 13:00:00,Once Upon A Team vs Senshi eSports,15.16,Blue,Once Upon A Team,Senshi eSports,Ambessa,Pantheon,Azir,Sivir,Bard,Sion,Trundle,Viktor,Varus,Karma,5,Map 1 - Totals,Under Total Kills,under,34.5,kills,179991698,won,1.8,0,0,16.0,33.72,18,1,1,HIGH
ROL,2025,2025-08-26 13:00:00,Once Upon A Team vs Senshi eSports,15.16,Blue,Once Upon A Team,Senshi eSports,Yorick,Sejuani,Taliyah,Kai'Sa,Nautilus,Gragas,Maokai,Corki,Lucian,Braum,4,Map 2 - Totals,Under Total Kills,under,34.5,kills,179991698,won,1.8,0,0,25.0,22.22,25,1,2,HIGH
ROL,2025,2025-08-26 14:00:00,Myth Esports vs Jormungang,15.16,Blue,Myth Esports,Jormungang,Gnar,Poppy,Hwei,Sivir,Alistar,Sion,Wukong,Orianna,Aphelios,Nautilus,4,Map 1 - Totals,Under Total Kills,under,34.5,kills,179991700,won,1.83,0,0,26.0,27.07,31,1,1,HIGH
TCL,2025,2025-08-26 15:30:00,Besiktas Esports vs Papara SuperMassive,15.16,Blue,Besiktas Esports,Papara SuperMassive,Ambessa,Wukong,Taliyah,Ezreal,Rell,Gwen,Olaf,Azir,Corki,Braum,5,Map 1 - Totals,Under Total Kills,under,35.5,kills,180081767,won,1.83,0,0,22.0,33.1,22,1,1,HIGH
TCL,2025,2025-08-26 16:30:00,Dark Passage vs Misa Esports,15.16,Blue,Dark Passage,Misa Esports,Ambessa,Trundle,Azir,Yunara,Alistar,Darius,Wukong,Ryze,Aphelios,Rell,13,Map 1 - Totals,Over Total Kills,over,32.5,kills,180081768,won,1.83,0,0,38.0,29.68,38,1,1,HIGH
LFL,2025,2025-08-27 19:00:00,BK ROG Esports vs Karmine Corp Blue,15.16,Blue,BK ROG Esports,Karmine Corp Blue,Gwen,Jarvan IV,Orianna,Jinx,Alistar,Aurora,Pantheon,Azir,Yunara,Bard,19,Map 1 - Totals,Under Total Kills,under,29.5,kills,180081847,lost,1.83,0,0,30.0,37.8,32,0,1,HIGH
LFL,2025,2025-08-27 19:00:00,BK ROG Esports vs Karmine Corp Blue,15.16,Blue,BK ROG Esports,Karmine Corp Blue,Rumble,Viego,Ryze,Corki,Rell,Ornn,Wukong,Viktor,Aphelios,Nautilus,15,Map 2 - Totals,Under Total Kills,under,29.5,kills,180081847,lost,1.83,0,0,39.0,41.72,39,0,2,HIGH
LCK,2025,2025-08-28 08:00:00,Dplus KIA vs OKSavingsBank BRION,15.16,Blue,Dplus KIA,OKSavingsBank BRION,Aurora,Jarvan IV,Annie,Corki,Bard,Ambessa,Pantheon,Orianna,Sivir,Rell,7,Map 1 - Totals,Under Total Kills,under,29.5,kills,180107619,won,1.83,0,0,28.0,30.12,28,1,1,HIGH
LCK,2025,2025-08-28 08:00:00,Dplus KIA vs OKSavingsBank BRION,15.16,Blue,Dplus KIA,OKSavingsBank BRION,Yorick,Wukong,Taliyah,Zeri,Rakan,Rumble,Trundle,Ahri,Jhin,Nautilus,20,Map 2 - Totals,Under Total Kills,under,29.5,kills,180107619,won,1.83,0,0,25.0,25.28,25,0,2,HIGH
LIT,2025,2025-08-28 12:00:00,Zena Esports vs aNc Legends,15.16,Blue,Zena Esports,aNc Legends,Rumble,Pantheon,Orianna,Yunara,Alistar,Ambessa,Xin Zhao,Taliyah,Aphelios,Rell,22,Map 1 - Totals,Under Total Kills,under,33.5,kills,179309825,to_verify,1.83,3,1,,29.37,29,0,1,HIGH
LIT,2025,2025-08-28 12:00:00,Zena Esports vs aNc Legends,15.16,Blue,Zena Esports,aNc Legends,Mordekaiser,Jarvan IV,Corki,Varus,Karma,Sion,Zac,Smolder,Jhin,Bard,12,Map 2 - Totals,Under Total Kills,under,33.5,kills,179309825,to_verify,1.83,3,1,,28.05,37,1,2,HIGH
LPL,2025,2025-08-28 18:00:00,Grow uP Esports vs FlameHard,15.16,Blue,Grow uP Esports,FlameHard,Sion,Poppy,Azir,Smolder,Nautilus,Cho'Gath,Wukong,Taliyah,Yunara,Lulu,19,Map 1 - Totals,Under Total Kills,under,32.5,kills,180135281,to_verify,1.83,0,2,,34.08,40,1,1,HIGH
LPL,2025,2025-08-28 18:00:00,Grow uP Esports vs FlameHard,15.16,Blue,Grow uP Esports,FlameHard,Aurora,Shaco,Orianna,Kai'Sa,Alistar,Ornn,Pantheon,Viktor,Xayah,Leona,31,Map 2 - Totals,Under Total Kills,under,32.5,kills,180135281,to_verify,1.83,0,2,,33.93,46,0,2,HIGH
LCK,2025,2025-08-29 08:00:00,BNK FearX vs DRX,15.16,Blue,BNK FearX,DRX,Rumble,Wukong,Ryze,Sivir,Neeko,Gwen,Xin Zhao,Orianna,Corki,Bard,17,Map 1 - Totals,Under Total Kills,under,32.5,kills,180107621,won,1.83,0,0,28.0,32.03,28,0,1,HIGH
LCK,2025,2025-08-29 08:00:00,BNK FearX vs DRX,15.16,Blue,BNK FearX,DRX,Jax,Pantheon,Akali,Xayah,Rakan,Ambessa,Jarvan IV,Taliyah,Lucian,Braum,10,Map 2 - Totals,Under Total Kills,under,32.5,kills,180107621,won,1.83,0,0,30.0,28.27,30,1,2,HIGH
LPL,2025,2025-08-29 18:00:00,Crusaders vs GTZ Esports,15.16,Blue,Crusaders,GTZ Esports,Ambessa,Zyra,Syndra,Corki,Rakan,K'Sante,Xin Zhao,Orianna,Yunara,Leona,20,Map 1 - Totals,Under Total Kills,under,34.5,kills,180135283,pending,1.83,0,0,,30.4,24,0,1,HIGH
LPL,2025,2025-08-29 18:00:00,Crusaders vs GTZ Esports,15.16,Blue,Crusaders,GTZ Esports,Sion,Sylas,Jayce,Tristana,Lulu,Gnar,Shaco,Hwei,Jhin,Rell,18,Map 2 - Totals,Under Total Kills,under,34.5,kills,180135283,pending,1.83,0,0,,39.57,30,0,2,HIGH
LPL,2025,2025-08-29 21:00:00,Rage Bait e-Sports vs NORTHS FURY,15.16,Blue,Rage Bait e-Sports,NORTHS FURY,Illaoi,Viego,Mel,Kai'Sa,Braum,Ornn,Skarner,Syndra,Sivir,Bard,19,Map 1 - Totals,Under Total Kills,under,35.5,kills,180135284,pending,1.83,0,0,,40.13,47,1,1,HIGH
LPL,2025,2025-08-29 21:00:00,Rage Bait e-Sports vs NORTHS FURY,15.16,Blue,Rage Bait e-Sports,NORTHS FURY,Sion,Maokai,Hwei,Jinx,Thresh,Camille,Rek'Sai,Neeko,Jhin,Nautilus,25,Map 2 - Totals,Under Total Kills,under,35.5,kills,180135284,pending,1.83,0,0,,36.0,59,1,2,HIGH
NLC,2025,2025-08-30 16:00:00,Los Ratones vs Verdant,15.16,Blue,Los Ratones,Verdant,Cho'Gath,Wukong,Syndra,Xayah,Rakan,Ambessa,Pantheon,Taliyah,Corki,Bard,14,Map 1 - Totals,Under Total Kills,under,30.5,kills,180081474,lost,1.83,0,0,37.0,36.73,37,1,1,HIGH
NLC,2025,2025-08-30 16:00:00,Los Ratones vs Verdant,15.16,Blue,Los Ratones,Verdant,Renekton,Poppy,Orianna,Smolder,Alistar,Volibear,Jarvan IV,Galio,Jinx,Braum,22,Map 2 - Totals,Under Total Kills,under,30.5,kills,180081474,lost,1.83,0,0,34.0,31.37,34,0,2,HIGH
TCL,2025,2025-08-30 17:00:00,Besiktas Esports vs Dark Passage,15.17,Blue,Besiktas Esports,Dark Passage,K'Sante,Wukong,Orianna,Kai'Sa,Alistar,Mordekaiser,Pantheon,Taliyah,Xayah,Rell,8,Map 1 - Totals,Over Total Kills,over,29.5,kills,180379675,lost,1.83,3,0,3.0,27.72,34,1,1,HIGH
TCL,2025,2025-08-30 17:00:00,Besiktas Esports vs Dark Passage,15.17,Blue,Besiktas Esports,Dark Passage,Gnar,Qiyana,Ziggs,Yunara,Nautilus,Gragas,Lee Sin,Azir,Jinx,Leona,5,Map 2 - Totals,Over Total Kills,over,29.5,kills,180379675,to_verify,1.83,3,0,,28.5,19,1,2,HIGH
LCK,2025,2025-08-31 08:00:00,DRX vs OKSavingsBank BRION,15.16,Blue,DRX,OKSavingsBank BRION,Gwen,Pantheon,Annie,Lucian,Braum,Ambessa,Jarvan IV,Orianna,Corki,Rakan,25,Map 1 - Totals,Under Total Kills,under,29.5,kills,180107627,won,1.83,0,0,26.0,28.87,28,0,1,HIGH
LCK,2025,2025-08-31 08:00:00,DRX vs OKSavingsBank BRION,15.16,Blue,DRX,OKSavingsBank BRION,Rumble,Vi,Ahri,Zeri,Nautilus,Galio,Xin Zhao,Azir,Sivir,Leona,18,Map 2 - Totals,Under Total Kills,under,29.5,kills,180107627,won,1.83,0,0,21.0,30.55,21,0,2,HIGH
LPL,2025,2025-08-31 11:00:00,Team WE vs EDward Gaming,15.16,Blue,Team WE,EDward Gaming,Rumble,Vi,Aurora,Yunara,Rell,Ornn,Xin Zhao,Ryze,Kai'Sa,Neeko,26,Map 1 - Totals,Over Total Kills,over,30.5,kills,180262839,won,1.83,0,0,40.0,30.13,40,0,1,HIGH
LPL,2025,2025-08-31 11:00:00,Team WE vs EDward Gaming,15.16,Blue,Team WE,EDward Gaming,Yorick,Trundle,Taliyah,Varus,Leona,Jax,Jarvan IV,Ahri,Sivir,Nautilus,22,Map 2 - Totals,Over Total Kills,over,30.5,kills,180262839,won,1.83,0,0,34.0,29.65,34,0,2,HIGH
LPL,2025,2025-08-31 14:00:00,Diver vs Crusaders,15.16,Blue,Diver,Crusaders,Sion,Nocturne,Neeko,Jinx,Rell,Ambessa,Trundle,Azir,Corki,Alistar,22,Map 1 - Totals,Under Total Kills,under,33.5,kills,180519353,won,1.83,0,0,29.0,26.65,30,0,1,HIGH
LPL,2025,2025-08-31 14:00:00,Diver vs Crusaders,15.16,Blue,Diver,Crusaders,Rumble,Singed,Qiyana,Sivir,Yuumi,Jayce,Zyra,Galio,Jhin,Blitzcrank,23,Map 2 - Totals,Under Total Kills,under,33.5,kills,180519353,won,1.83,0,0,29.0,25.33,31,0,2,HIGH
LPL,2025,2025-08-31 17:00:00,Papo Secos vs Leões Porto Salvo,15.16,Blue,Papo Secos,Leões Porto Salvo,Aatrox,Pantheon,Ryze,Kai'Sa,Nautilus,Fiora,Wukong,Aurora,Corki,Rell,29,Map 1 - Totals,Under Total Kills,under,35.5,kills,180519352,lost,1.83,0,0,40.0,26.5,40,0,1,HIGH
LPL,2025,2025-08-31 17:00:00,Papo Secos vs Leões Porto Salvo,15.16,Blue,Papo Secos,Leões Porto Salvo,Jax,Xin Zhao,Syndra,Varus,Zyra,Malphite,Vi,Ahri,Jinx,Lulu,11,Map 2 - Totals,Under Total Kills,under,35.5,kills,180519352,lost,1.83,0,0,40.0,29.6,36,1,2,HIGH
LPL,2025,2025-08-31 20:00:00,Rage Bait e-Sports vs Grow uP Esports,15.16,Blue,Rage Bait e-Sports,Grow uP Esports,Dr. Mundo,Jarvan IV,Hwei,Zeri,Leona,Trundle,Maokai,Mel,Sivir,Thresh,23,Map 1 - Totals,Under Total Kills,under,38.5,kills,180519354,lost,1.83,0,0,50.0,44.82,50,1,1,HIGH
LPL,2025,2025-08-31 20:00:00,Rage Bait e-Sports vs Grow uP Esports,15.16,Blue,Rage Bait e-Sports,Grow uP Esports,Cho'Gath,Wukong,Taliyah,Jinx,Rell,Renekton,Lillia,Galio,Jhin,Rakan,24,Map 2 - Totals,Under Total Kills,under,38.5,kills,180519354,lost,1.83,0,0,50.0,34.12,41,1,2,HIGH
LCK,2025,2025-09-01 08:00:00,Hanwha Life Esports.Ch vs Nongshim.EA,15.17,Blue,Hanwha Life Esports.Ch,Nongshim.EA,Ambessa,Vi,Orianna,Sivir,Alistar,Gwen,Xin Zhao,Ryze,Corki,Rakan,26,Map 1 - Totals,Under Total Kills,under,30.5,kills,180434735,lost,1.83,0,0,51.0,43.07,51,0,1,HIGH
LCK,2025,2025-09-01 08:00:00,Hanwha Life Esports.Ch vs Nongshim.EA,15.17,Blue,Hanwha Life Esports.Ch,Nongshim.EA,Rumble,Zed,Ahri,Varus,Neeko,Galio,Wukong,Akali,Jhin,Karma,18,Map 2 - Totals,Under Total Kills,under,30.5,kills,180434735,lost,1.83,0,0,51.0,36.2,25,0,2,HIGH
LCK,2025,2025-09-02 05:00:00,Gen.G.GA vs Nongshim.EA,15.17,Blue,Gen.G.GA,Nongshim.EA,K'Sante,Vi,Orianna,Corki,Alistar,Rumble,Xin Zhao,Galio,Sivir,Renata Glasc,13,Map 1 - Totals,Under Total Kills,under,31.5,kills,180593823,won,1.83,0,0,22.0,36.45,22,0,1,HIGH
LCK,2025,2025-09-02 05:00:00,Gen.G.GA vs Nongshim.EA,15.17,Blue,Gen.G.GA,Nongshim.EA,Aatrox,Poppy,Taliyah,Kai'Sa,Neeko,Ambessa,Nocturne,Ahri,Lucian,Rakan,8,Map 2 - Totals,Under Total Kills,under,31.5,kills,180593823,won,1.83,0,0,22.0,27.13,33,1,2,HIGH
